id,text,source,category,kristoffer,vilde,sondre,mathias
1222461948031373312,@USER @USER @USER @USER @USER Som vanlig vil jeg sette søkelyset på vår problematiske bruk av dyr og hvor lite deres behov egentlig betyr når vi setter det opp mot vårt ønske om å produsere mat vi liker billigst mulig. Jeg vil si man forsvarer det dersom man 1. er informert og 2. fortsetter å kjøpe det.,tw,1,1,1,1,1
1222604248527097856,"@USER @USER Jo, lang tiss... 🙌🏻 men spørs litt hvor i USA også... men bare hold ‘an oppe for sikkerhets skyld 😅",tw,1,1,1,1,1
10201,"Da får det bli økologisk landbruk ,og støtte opp under det,og forlange at den måten man nå behandler dyr må det bli slutt på,og om alle minsker noe på kjøttinntak, vil det hjelpe,men og ""total forby ""at folk skal spise kjøtt,vil nok ikke gå,det blir for provoserende.",fb,1,1,1,1,1
1234581053739634688,"@USER @USER Det er en mellomting mellom bikini og lang, vid kjole. Ingen i Norge sprader rundt i bikini, utenom badestrender.",tw,1,1,1,1,1
1226868496665018368,Nå lover Kjell Ingolf Ropstad å rydde opp i hvilke råd fagfolk får lov til å gi unge både med og uten trans-problematikk.  Som er så jævla skummelt at jeg har mest lyst til å legge meg i fosterstilling og gråte meg ihjel.,tw,1,2,2,2,2
1218494667018375170,"Har du valgt rett arbeidsplass? En som skaper begeistring hos deg, andre ansatte og ledere? Bli der om du kan - og vit at du har gode muligheter for  GOD HELSE!! 😀",tw,1,1,1,1,1
4658780508,"En ting har vi lært av dette sirkus, og det er at demokratiet er død, det hjelper ikke noget at stemme ved folkeavstemninger hvis ikke politikerne får deres vilje, her må borgerne ta saken i egen hand, dem fleste vet hvad det betyder",rs,1,1,1,1,1
9542,"Et slikt ombud hadde vært fint, da de kan få alle klager og gå igjennom de. Men de må kunne regler og lover ellers blir det bare tull.",fb,1,1,1,1,1
1220755531872317447,@USER @USER @USER Varden-journalist Arve Moen ikke spesielt imponert over verken Glimt eller dommer.,tw,1,1,1,1,1
1225840470309339136,@USER Slik er det når ein kjem rett frå statsråd på Slottet (der mørk dress er påkrevd)... 👑,tw,1,1,1,1,1
11201,Så se til helvette få den idioten ut av norge👍,fb,3,3,3,3,5
1220676961527324673,De åpenlyst kriminelle eierene av Westerdahls burde vært i fengsel.,tw,1,3,1,1,3
1218264467374583809,"Det er mulig det har med utviklingen i det amerikanske samfunnet å gjøre , men Trump er nok uttrykk for det forgagne .",tw,1,1,1,1,1
1219873559931170817,Joe Biden viser seg som en notorisk løgner.,tw,1,2,1,2,2
1227564798323367936,"@USER @USER Når begge kjønn vet konsekvensene av en graviditet, så vil jeg tro du vil få en mye større påpasselighet når det kommer til prevensjon fra BEGGE kjønn. Valgfri prevensjon burde være gratis til alle kvinner OG menn fra 16 år. Abort til prostituerte og ved voldtekt. Unfair?",tw,1,1,1,1,1
4720,Navn Navn Gjør de ikke? Vet du mer enn politiet om hvem som tenner på bilene? De fleste brannene er jo uoppklarte,fb,1,1,1,1,1
1224662697247113217,Vi er i dag to medarbeidere i kommunikasjonsavdelingen og ønsker å styrke laget med en ny fast ansatt. Vi trenger en medarbeider med kompetanse på flest mulig av kommunikasjonsavdelingens arbeidsoppgaver.,tw,1,1,1,1,1
1228441045161172992,"@USER @USER Jeg har vært utlending i seks land i tilsammen 27 år. Ett år tilbake i Norge, og godt må jeg si det er å slippe rasisme og diskriminering. 😊",tw,1,1,1,1,1
1225720904207958016,Hva da når man sloss i en hockeykamp. Ikke at dette skal forsvares Fredriksstad Blad - 25-åring slo ned motspiller – nå er han dømt til fem måneders fengsel,tw,1,1,1,1,1
4683837710,"Terror er bra på venstresiden ja, der Antifa er den voldelige kjæledeggen som aldri får skjenn. Spre frykt bare, dere er jo de gode terroristene sier venstresiden.",rs,1,2,1,1,4
1223945903817601024,"@USER @USER @USER Jeg spiser tofu fra Nederland. Klima-, miljø- og dyrevennlig. Hvilken dialog kan jeg føre med de som tjener penger på å selge torturert kylling foret opp på soya fra Brasil? De vil bekjempe min mat, jeg vil bekjempe deres levebrød.",tw,1,1,1,1,2
3854,Navn Navn la nå damene ta denne debatten... 🤦🏼‍♂️,fb,2,1,2,1,2
4685006619,Bare å finne en rolig avsides plass å leke seg litt nå. Jippiiii,rs,1,1,1,1,1
1218037192506912768,j\*~€*{*&lt;€. ABORT ABORT ABORTENSJF,tw,1,1,1,1,1
1219704201397317632,"@USER ❗Eldres rettigheter. Spesielt pleietrengende eldre, på institusjon og hjemmeboende. ❗Kreftsyke som ikke får tilbud om riktig medisinsk behandling pga alder, bosted, sosial status o.l ❗Nordmenn som er strandet i utlandet, ikke får hjelp av UD. Og blir fratatt sine rettigheter",tw,1,1,1,1,1
4684518305,.All erfaring tilsier at hunder ikke er urene.Hva man kan si om tilhengerne av visse religioner vil jeg ikke uttale meg om her..,rs,1,2,3,3,1
1222837238385561600,@USER Spør og land i #afrika   Kva er feil med å eksportere råvarer og importere forbruk  ?  Kva er feil at utanlandske eigarar flyttar pengane til skatteparadis  ?,tw,1,1,1,1,1
1218094405133000704,"@USER Ulv ulv ,så var det bare ullhuene 😜",tw,1,1,1,1,1
1228608956416888833,"@USER Ta deg en ny rev nå, gutt. Du er helt far out",tw,1,3,2,2,2
1221395697523744769,"@USER You're just trying to confuse the issue :)  @USER har talt. (Der skriver dem forøvrig at ""Hvis [media] kjenner navneeierens eget ønske, bør de respektere det."" men vi får la den ligge ;) )",tw,2,1,1,1,1
1214655338558951427',@USER @USER @USER Viktig at du leser det Tonje sier i artikkelen! Bompengegrangelen innad i regjeringen varte i 3 måneder! og resultatet av del så uklart at selv dere ikke hadde det klart! En krangel som kunne vært unngått med god ledelse og ikke minst om KLIMA hadde vært tatt på alvor!',tw,1,1,1,1,1
4663777199,"RE: ""Boligbyggingen i Oslo er redusert med 60 prosent på ett år. Dette er altfor lite målt mot befolkningsveksten i hovedstaden.""Hva består mesteparten av befolkningsveksten av ? Lykkejegere fra den tredje verden som lever på NAV ?",rs,3,1,2,2,2
